name,cuisines,rate,approx_cost(for two people),votes
Targaryen's Kitchen,"Chinese, North Indian, Mughlai",3.6,600.0,43
Polar Bear,Ice Cream,0.0,150.0,0
Frozen Bottle,"Beverages, Desserts, Ice Cream",3.7,400.0,60
Akshaya Grand,North Indian,3.4,750.0,29
Shri Vinayaka Ice N Juice,"Fast Food, Beverages",3.7,200.0,17
Sri Bhagya Grand,"South Indian, North Indian, Chinese, Street Food, Beverages",3.4,450.0,185
The Biriyani Factory,"North Indian, Biryani",3.1,500.0,30
Kickin Burger,Fast Food,3.1,400.0,22
Grow Fit,"Healthy Food, North Indian, Thai",3.6,500.0,16
Upahara Sagar,"South Indian, North Indian, Chinese",3.0,300.0,25
Desi Cream Junction,"Chinese, North Indian, Pizza, Italian",3.7,650.0,36
Sweet Chariot,"Bakery, Fast Food",2.8,500.0,25
Chawla's 2 Online.com,North Indian,0.0,800.0,0
Kitchens@BTM,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",3.9,400.0,225
BOX8- Desi Meals,"North Indian, Mughlai, Fast Food",4.1,500.0,427
Mojo Pizza - 2X Toppings,Pizza,4.3,600.0,476
The Lounge - Eden Park Restaurants,"North Indian, Afghan",3.8,1350.0,151
Wat-a-Biryani,Biryani,0.0,500.0,0
Baker's Glove,"Desserts, Bakery",3.4,550.0,8
Limra Hotel,"Chinese, North Indian",3.3,300.0,26
Adithya,"North Indian, Chinese",3.2,400.0,9
Chef Master,"Kerala, North Indian, Chinese",3.8,300.0,75
Malhar Maharashtrian Cuisine,Maharashtrian,4.0,500.0,101
Akshaya Sweets & Chats,"Mithai, Street Food",0.0,200.0,0
Juice Fresco & Pizza,"Beverages, Pizza",3.4,300.0,12
Crystal Grandeur,"North Indian, Chinese, Continental",0.0,600.0,0
The Breakfast Adda,Continental,0.0,250.0,0
Fritz Haber,"Ice Cream, Desserts",3.4,450.0,4
Lord Of The Kitchen,"North Indian, Chinese",3.9,350.0,57
BEIR,"Mexican, American",0.0,800.0,0
Natural Ice Cream,"Ice Cream, Beverages",4.3,200.0,425
La Casa,"Continental, Italian, Chinese, North Indian",3.7,800.0,570
New Kabab Plaza,"North Indian, Chinese",3.7,500.0,136
The Ganache Factory,"Desserts, Bakery",4.2,400.0,127
Sharma Ji Chaats And Desi khana,"North Indian, Street Food",0.0,200.0,0
Hari Super Sandwich,"Fast Food, Street Food",4.1,200.0,163
Bake-ooh,Bakery,3.7,350.0,17
Sree Banashankari Donne Biriyani,"North Indian, Kebab",0.0,250.0,0
Bangalore Pizza & Pulse Juice Bar,"Juices, Pizza",0.0,500.0,0
Smoor,"Desserts, Cafe, Beverages",3.6,900.0,17
New Shanthi Sagar,"South Indian, North Indian, Chinese, Street Food",0.0,300.0,0
The Hot Cafe,Fast Food,3.2,300.0,24
Joey's,"Chinese, Fast Food",3.7,300.0,43
Dilish Kitchens,"North Indian, Chinese",3.7,500.0,29
Aami Kolkata,Bengali,3.3,600.0,5
Guru Garden,"North Indian, Chinese",2.9,450.0,107
Divina - Eden Park Restaurants,Desserts,4.0,400.0,147
Lakshmi Sweets,Mithai,0.0,250.0,0
Tasty Corner Veg And Non Veg,"North Indian, South Indian, Chinese",0.0,400.0,0
Shree Manjunatha Bar and Restaurant,"North Indian, South Indian, Chinese",3.4,550.0,9
Shee-Sha Cafe,"Cafe, North Indian, Chinese, Continental",3.6,800.0,39
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,"Cafe, Chinese, Arabian",3.9,550.0,144
Crave Bite,"Chinese, Italian, Fast Food, Momos",3.6,400.0,19
UNIK Food,"North Indian, Chinese",3.3,300.0,4
Sultan's Biryani,"Biryani, North Indian",3.0,700.0,12
Hearts Unlock Cafe,"Cafe, Healthy Food",3.2,500.0,11
Blue Berry Restaurant,"North Indian, Kerala, Chinese",2.9,600.0,17
4671 Indian Coastal Cuisine,"Seafood, Mangalorean, Kerala",0.0,600.0,0
Bangali Babu Restaurant,"Mithai, Desserts, Fast Food",0.0,250.0,0
Eat N Pack,Kerala,0.0,150.0,0
RICE BAR,"North Indian, Biryani",3.1,500.0,7
Pizza Da Dhaba,"Fast Food, Pizza",3.2,400.0,8
Resto,"Chinese, North Indian, Fast Food, Momos",3.7,350.0,40
Shaahi Mezbaan Restaurant,North Indian,3.1,350.0,9
Day N Night Kitchen,"Biryani, Chinese, North Indian",3.2,450.0,35
Mom's Momos,Chinese,3.3,300.0,6
Aishwarya Parkland,"Chinese, North Indian",2.9,500.0,59
Slice of Spice,"North Indian, Chinese",3.1,400.0,4
Bao and Rolls,"Rolls, Kebab, Fast Food",3.6,250.0,19
Snaxup Restaurant,"North Indian, Fast Food, Beverages",3.5,300.0,31
Lord of Combos,North Indian,0.0,500.0,0
Iyengar's Cakes and Cookies,Bakery,0.0,200.0,0
The Chef Restaurant,"North Indian, Chinese, South Indian",0.0,600.0,0
Sai Samosa & Chat Corner,"Fast Food, Street Food",3.3,200.0,9
Chocolate Junction,Desserts,0.0,200.0,0
Juice Tree,"Juices, Fast Food",0.0,150.0,0
Juice And Joy,"Beverages, Fast Food",0.0,150.0,0
Udupi Thadka,"South Indian, Chinese, North Indian",0.0,250.0,0
Pabrai's Fresh and Naturelle Icecreams,"Ice Cream, Desserts",3.7,300.0,118
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,"Chinese, North Indian, Biryani",3.5,550.0,13
MOYASS,"South Indian, Kerala",0.0,600.0,0
Top Foam Parantha Roll & Juice Centre,"North Indian, Chinese, Fast Food, Rolls",3.5,300.0,13
Shri Lakshami Venkateshwara Iyengar's Bakery,Bakery,3.5,250.0,11
Tandoor Hut,"North Indian, Chinese",2.2,750.0,90
Aha Juice Bar,"Beverages, Fast Food",3.6,200.0,13
Shree Maruthi Sweets,"Mithai, Street Food",3.2,250.0,4
Ballava,"North Indian, South Indian",3.3,400.0,5
Cafe Club Kerala Restaurant,Kerala,0.0,300.0,0
Sapid,North Indian,0.0,250.0,0
Sapid.in,North Indian,0.0,350.0,0
Hotel Muthu,South Indian,0.0,200.0,0
Hotel Shyam Mangalam & Catering Service,"South Indian, North Indian, Oriya",0.0,400.0,0
Watheen Nuts,Desserts,0.0,400.0,0
Thalassery Food Court,"Kerala, Arabian, Seafood, Beverages",3.1,650.0,4
House Of Candy,Desserts,0.0,200.0,0
Kolkata Kati Rolls,"Fast Food, Rolls",2.9,200.0,17
Sandwich Mamas,Fast Food,3.2,300.0,4
Foodiction,"North Indian, Fast Food, Chinese, Burger",0.0,500.0,0
Hotel Lakshmi Paradise,"North Indian, Mughlai",3.3,400.0,7
Kamat,"South Indian, Fast Food",0.0,300.0,0
Jugz Cafe,South Indian,0.0,250.0,0
Taste Of Home,"South Indian, North Indian, Chinese",0.0,300.0,0
New Kabab Plaza,"Biryani, North Indian",0.0,300.0,0
Dastarkhan,Mughlai,0.0,400.0,0
I-Scoop Cafe,"Fast Food, Pizza, Desserts",0.0,300.0,0
Sri Banashankari Biryani Kabab Centre,"Biryani, Fast Food",0.0,100.0,0
The Sandesh Factory,"Mithai, Desserts",3.2,150.0,4
Natha & Lobo's,"Chinese, North Indian",0.0,500.0,0
Sri Basaveshwara Rotti Oota,"South Indian, Fast Food",0.0,200.0,0
Sofiya Cakes,"Bakery, Desserts",0.0,300.0,0
Wow Vada Pav,"Fast Food, Street Food",0.0,150.0,0
Magadh Jalpan,Street Food,0.0,200.0,0
Candy Cake,Bakery,0.0,500.0,0
Y Not Shawarma,Arabian,0.0,300.0,0
Dhe Chef Cafe,"North Indian, Rolls",0.0,200.0,0
Kopper Pot,Bakery,0.0,500.0,0
Tandoor Plaza,North Indian,0.0,500.0,0
The Table,"Bakery, Desserts",0.0,400.0,0
Foodies Club,"South Indian, Chinese, North Indian, Sandwich, Rolls",3.4,300.0,5
Chef Snow,"North Indian, Chinese",0.0,300.0,0
It's My Meal Food Service,"North Indian, Chinese",0.0,300.0,0
Udupi Biriyani Point,"North Indian, South Indian",0.0,190.0,0
Fresh Code,"Chinese, North Indian",0.0,300.0,0
A-1 Chicken Biriyani & Kababs,Mughlai,0.0,200.0,0
The Ocean Kitchen,"North Indian, Chinese, Seafood, South Indian",0.0,200.0,0
Smooth,"Desserts, Ice Cream",0.0,200.0,0
The Denny's,"North Indian, Chinese",3.7,900.0,93
Ammi's Biryani,"Biryani, North Indian",2.4,500.0,392
Bhukkad,"Healthy Food, Fast Food",3.1,250.0,7
Bay Root,"North Indian, Arabian",3.7,400.0,24
Ambur Hotel,South Indian,0.0,250.0,0
BTM Cakes,"Bakery, Desserts",3.3,400.0,8
Vasudev Adiga's,"South Indian, North Indian, Chinese, Street Food",2.3,250.0,291
Marunadan Kada,"Kerala, Tea",3.3,250.0,6
Chaska Bun,Fast Food,0.0,0.0,0
Shiv Sagar,"South Indian, Beverages",3.6,400.0,10
Davanagere Benne Dosa,South Indian,0.0,150.0,0
Amjad Bhai's Star Hotel - Home Food Only,"North Indian, South Indian",0.0,300.0,0
Kamat Swaad,"South Indian, North Indian, Chinese",3.9,400.0,194
Al Khaleej Snacks Corner,"Lebanese, Fast Food, Beverages",0.0,200.0,0
Sk Grand Hotel,South Indian,3.2,400.0,6
Chefie,"Continental, Fast Food, Italian, North Indian",3.3,200.0,14
Red Chilli,"Chinese, Biryani",0.0,400.0,0
Melting Pot at Woodrose,North Indian,3.7,800.0,19
Kanhaiyas,South Indian,3.6,150.0,10
Juice Lounge,"Beverages, Healthy Food",3.1,250.0,28
Sri Krishna Delight,"North Indian, South Indian",0.0,250.0,0
Dakshin Food Palace,"South Indian, North Indian, Chinese",3.7,450.0,43
Mumbai Kulfi,"Desserts, Ice Cream",0.0,200.0,0
Tandoor Nation,"North Indian, Chinese",3.0,400.0,39
Indian Kitchen Eateries-IKE,Fast Food,3.4,150.0,8
Sakshi,"North Indian, Biryani, Chinese, Seafood",3.0,550.0,38
Darjeeling Momo Adda,"Chinese, Tibetan, North Indian, Momos",3.1,200.0,81
Al Habibi Restaurant,"North Indian, Chinese",3.5,300.0,17
The Little Kitchen,"Chinese, North Indian",3.4,300.0,8
RCS Kitchen,Continental,3.3,500.0,34
Special Biriyani,"North Indian, Biryani",2.9,300.0,4
Best Shawarmas,Rolls,0.0,300.0,0
Laa Raiba Restaurant,"Kerala, Chinese, South Indian",3.3,300.0,7
The Tucck Box,"Chinese, South Indian",3.4,300.0,7
Bhavani Upahara,South Indian,3.3,250.0,9
Parivar,"North Indian, Chinese",3.8,500.0,109
Sampoorna,"Chinese, North Indian",3.6,600.0,70
Cafe Mist,"Cafe, American, Continental, Italian",3.8,500.0,187
Kesar Restaurant,"North Indian, Chinese, South Indian",3.6,200.0,48
Food Singh,North Indian,0.0,500.0,0
Hottey Smokey,"Asian, Salad, Italian",0.0,400.0,0
The Duke of Juices,"Juices, Beverages, Salad",0.0,200.0,0
Kababji Cafe,"Biryani, Rolls, Middle Eastern, Arabian, Charcoal Chicken",0.0,300.0,0
Sri Balaji Chats and Icecreams,Fast Food,0.0,250.0,0
Sethi's,"North Indian, Chinese, BBQ",0.0,600.0,0
Navab's,"North Indian, Chinese",0.0,600.0,0
Bullet Biryani,Biryani,3.2,300.0,9
Bottle Genie,Beverages,0.0,250.0,0
Lunch & Munch,"North Indian, Fast Food, Beverages",0.0,500.0,0
Biryani Spot,"South Indian, Biryani",3.5,300.0,9
Namma Halli Jonne Biryani,Biryani,3.3,300.0,4
Rayalaseema Ruchulu,"Andhra, North Indian",0.0,700.0,0
La Passion Cafe,Cafe,0.0,500.0,0
Insta Cafe,"Cafe, Continental, Pizza, Italian, Beverages",2.9,400.0,7
Deja Vu Resto Bar,"North Indian, Italian",4.4,900.0,2496
Bhojan@99,Fast Food,0.0,200.0,0
Hyderabad Express,"Hyderabadi, Biryani",0.0,300.0,0
Two Friends Cauldron,"Continental, Italian, American",4.1,700.0,459
Slate Cafe,"Cafe, Sandwich, Burger",4.1,600.0,53
Mango Greens,"North Indian, Continental, Chinese",3.9,900.0,48
Cakewala,"Bakery, Desserts",4.1,500.0,232
Dream a Dozen,"Bakery, Desserts",4.3,300.0,134
Kanti Sweets,"Mithai, Street Food",4.0,400.0,183
Pancuzzi,"Cafe, Beverages, Desserts",4.2,600.0,170
Cafe Zuppa,"Cafe, Pizza, Fast Food",0.0,450.0,0
Roll Over,"Ice Cream, Beverages, Fast Food",4.1,500.0,240
Polar Bear,"Ice Cream, Desserts, Beverages, Sandwich",4.2,400.0,213
Stoned Monkey,"Desserts, Ice Cream",3.9,500.0,240
World of Waffles,Desserts,3.9,400.0,181
TAB - Take A Break,"Cafe, Continental, Italian",4.1,550.0,522
KC Das - Sai Sweets,"Mithai, Street Food",2.9,200.0,56
Multi Cakes,"Bakery, Desserts",3.8,200.0,73
Amma's Pastries,Desserts,3.5,400.0,12
Apsara Ice Cream,"Ice Cream, Desserts",4.3,200.0,251
Baskin Robbins,Ice Cream,3.9,250.0,86
Cakes And Crumbs,Bakery,3.4,350.0,8
Crafted Plate,"Cafe, Asian, Burger, Continental, Italian, Salad",4.2,600.0,239
Cafe Hops,"Desserts, Bakery",3.7,300.0,24
Cream Stone,"Desserts, Beverages",4.0,500.0,321
Me And My Cake,"Bakery, Desserts",3.1,500.0,8
Arun Icecreams,Ice Cream,3.4,200.0,6
The Cake Zone,Bakery,0.0,200.0,0
Cariocake,"Bakery, Desserts",3.9,350.0,56
Bombay Kulfis,Ice Cream,0.0,200.0,0
Sweet Truth,"Bakery, Desserts",3.8,500.0,51
Berrylicious,"Ice Cream, Desserts, Bakery",3.8,400.0,89
Just Bake,"Bakery, Desserts",3.4,400.0,25
Daily Bread,"Bakery, Fast Food, Italian",3.2,600.0,63
Asha Sweets Centre,"Mithai, Street Food",3.9,250.0,42
CakeZone,"Bakery, Desserts",3.7,200.0,15
Papacream,"Desserts, Ice Cream",3.7,350.0,17
Venkateshwara Sweets and Restaurant,"South Indian, Mithai, Chinese, North Indian",3.6,400.0,41
Cake Art,Bakery,2.9,400.0,27
Calvin's,"Desserts, Italian, Pizza",2.9,800.0,231
Mr. Meetharam,"Mithai, Street Food",3.2,150.0,34
Keventers,"Desserts, Beverages, Ice Cream",3.9,400.0,45
Taaza Mithai,"Mithai, Street Food",3.9,100.0,47
Mini Forest,"Fast Food, Desserts",3.3,500.0,6
Good Bread,"Bakery, Desserts",3.6,300.0,14
Kulfi & More,"Ice Cream, Beverages",3.3,200.0,4
"Malnad Blossom, Coffee & Cream",Cafe,3.8,300.0,33
Bake My Day,"Bakery, Desserts",0.0,1000.0,0
The Cake Ville,"Bakery, Desserts, Fast Food",3.2,300.0,18
Delhi Sweets,"Street Food, Mithai",3.1,100.0,10
M. R. G Sweets Angadi,"Street Food, Mithai",3.3,150.0,9
Cakeship,"Bakery, Desserts",0.0,200.0,0
Sweet Melts,"Desserts, Ice Cream",0.0,400.0,0
Bake Addiction,"Bakery, Desserts",4.1,500.0,91
Bombay Kulfi,"Desserts, Ice Cream",3.7,150.0,41
Havmor,"Ice Cream, Desserts",3.5,200.0,21
INDULGE by InnerChef,"Desserts, Bakery",0.0,400.0,0
Dairy Day Corner,"Ice Cream, Desserts, Fast Food",0.0,200.0,0
Frozen Bottle,"Beverages, Desserts, Ice Cream",3.7,400.0,60
Happiness Bars,Desserts,3.2,500.0,5
Cake N Cookies,Bakery,0.0,350.0,0
Iyengar's Bakery,"Bakery, Fast Food",0.0,600.0,0
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,"Bakery, Desserts",3.5,250.0,11
Flying Cakes,Bakery,0.0,500.0,0
DG Juice Club,"Beverages, Desserts",0.0,250.0,0
Iyengar Cake Bites,Bakery,0.0,450.0,0
Home Treats,"Bakery, Desserts",0.0,250.0,0
90's Cafe,"Fast Food, Burger",0.0,500.0,0
Ice Land,"Ice Cream, Desserts",3.6,300.0,34
Mumbai Kulfi,"Desserts, Ice Cream",0.0,200.0,0
Lassi Shop,"Ice Cream, Beverages",0.0,80.0,0
The Chocolate Room,"Cafe, Desserts",3.9,400.0,153
The Cake Shop Mayura,"Bakery, Desserts",3.6,800.0,13
Artinci Artisanal Ice Cream,"Desserts, Ice Cream",0.0,300.0,0
Natural Ice Cream,"Ice Cream, Beverages",4.3,200.0,425
WAFL,"Cafe, Fast Food, Desserts, Beverages",4.0,400.0,41
Cold Stone Creamery,"Ice Cream, Desserts",3.9,400.0,101
Bake-ooh,Bakery,3.7,350.0,17
Krispy Kreme,"Desserts, Beverages",3.7,300.0,14
Smoor,"Desserts, Cafe, Beverages",3.6,900.0,17
L J Iyengar Bakery,Bakery,3.2,100.0,6
Nandhana Mithai,"Mithai, Desserts",0.0,500.0,0
Lyengar's Cakes N Cookies,"Bakery, Desserts",0.0,400.0,0
Sweet Chariot,"Bakery, Fast Food",2.8,500.0,25
The French Loaf,"Bakery, Desserts, Sandwich",2.9,400.0,25
Bikaneri Sweets,"Mithai, Street Food",3.4,250.0,19
Ooty Dreams,"Desserts, Ice Cream",0.0,250.0,0
Cakeport,Bakery,0.0,400.0,0
Antilla Aromas,"Desserts, Ice Cream",3.7,300.0,20
Iyengar's Cakes and Cookies,Bakery,0.0,200.0,0
Mist n Creams,Ice Cream,3.6,400.0,10
Chocolate Junction,Desserts,0.0,200.0,0
Orchard Fresh,"Ice Cream, Desserts",0.0,400.0,0
Rock On Rolls & Parathas,Rolls,0.0,250.0,0
Cafe Choco Craze,"Cafe, Fast Food, Desserts",3.7,400.0,9
Squeez Juice Bars,"Ice Cream, Juices",3.1,250.0,9
The Sandesh Factory,"Mithai, Desserts",3.2,150.0,4
Kopper Pot,Bakery,0.0,500.0,0
Smooth,"Desserts, Ice Cream",0.0,200.0,0
Cookie Man,Bakery,0.0,150.0,0
Oven Fresh,"Bakery, Fast Food",0.0,600.0,0
Mad Over Donuts,"Bakery, Desserts, Beverages",0.0,450.0,0
Milano Ice Cream,"Ice Cream, Desserts",4.5,400.0,208
Thyme & Whisk,"Asian, Chinese, Continental, Italian",3.9,800.0,74
Corner House Ice Cream,"Ice Cream, Desserts",4.4,400.0,825
Tempteys,Beverages,4.2,500.0,249
Bubblewrap Waffle Co.,"Desserts, Beverages",4.4,400.0,359
Desi Rasoi,"Biryani, North Indian, Chinese, Rajasthani",3.8,600.0,362
Ice Cream Works,"Desserts, Ice Cream",4.1,300.0,193
The Ganache Factory,"Desserts, Bakery",4.2,400.0,127
Starbucks,"Cafe, Desserts",4.1,700.0,108
Shri Ram Sweet Centre,"Street Food, Mithai",4.0,150.0,160
Waffle Stories,"Desserts, Beverages",4.0,300.0,71
Iyengar Bakery,"Bakery, Fast Food, Desserts, Beverages",3.7,200.0,28
Bun Town,"Cafe, Bakery",4.0,500.0,204
Healthy Bakes 'n' Brew,Bakery,0.0,150.0,0
Tummy Fuel,"Cafe, Beverages, Fast Food",4.2,400.0,450
Bakers77,"Bakery, Fast Food",4.0,400.0,37
Warm Oven,"Bakery, Desserts",3.9,500.0,34
LayerBite,"Bakery, Desserts, Beverages",3.8,450.0,10
Ibaco,Desserts,4.0,300.0,129
Baker's Glove,"Desserts, Bakery",3.4,550.0,8
Ice Stone Creamery,"Desserts, Ice Cream",3.7,400.0,42
Sri Venkateshwara Sweet Meat Stall,Street Food,4.1,250.0,201
Bunny Bakers,"Bakery, Fast Food",3.6,250.0,31
Sri Devi Baker's,"Bakery, Street Food",3.9,200.0,41
Juice Shop,"Juices, Beverages, Ice Cream",3.6,150.0,22
BTM Cakes,"Bakery, Desserts",3.3,400.0,8
Freeze It,Ice Cream,3.6,300.0,6
Divina - Eden Park Restaurants,Desserts,4.0,400.0,147
Lakshmi Sweets,Mithai,0.0,250.0,0
Shagun Sweets & Foods,"Mithai, North Indian, Street Food, Chinese",3.5,400.0,221
Jodhpur Sweets,"Mithai, Street Food, Rajasthani",2.9,150.0,10
Fudge,"Desserts, Momos",3.2,200.0,12
Cake Chemistry,"Bakery, Desserts",0.0,500.0,0
Fitbakes,"Bakery, Healthy Food",3.6,400.0,13
Bangali Babu Restaurant,"Mithai, Desserts, Fast Food",0.0,250.0,0
Gelato Pazzo,Desserts,3.8,200.0,47
A1 Express,Bakery,0.0,300.0,0
Wow Lassi House,"Beverages, Desserts",0.0,200.0,0
Kulfreeze,"Ice Cream, Desserts",3.9,200.0,16
Adiga Sweets,"Mithai, Beverages",0.0,200.0,0
Juice And Joy,"Beverages, Fast Food",0.0,150.0,0
World Of Sweets And Cakes,"Bakery, Mithai",0.0,200.0,0
Heritage Cafe,"Fast Food, Tea",3.6,200.0,11
Pabrai's Fresh and Naturelle Icecreams,"Ice Cream, Desserts",3.7,300.0,118
Shri Lakshami Venkateshwara Iyengar's Bakery,Bakery,3.5,250.0,11
Shree Maruthi Sweets,"Mithai, Street Food",3.2,250.0,4
Watheen Nuts,Desserts,0.0,400.0,0
Mother Nature Kulfi,"Desserts, Ice Cream",3.6,200.0,10
Dessi Cuppa,Drinks Only,0.0,150.0,0
Cafe Coffee Day,"Cafe, Fast Food",3.5,900.0,7
Sofiya Cakes,"Bakery, Desserts",0.0,300.0,0
Candy Cake,Bakery,0.0,500.0,0
The Table,"Bakery, Desserts",0.0,400.0,0
Sree Balaji Sweets Shop,"Mithai, Street Food",0.0,250.0,0
Mumbai Kulfi,"Desserts, Ice Cream",0.0,200.0,0
Rock Stone Ice Cream Factory,Ice Cream,4.0,230.0,130
Pop Hop,"Ice Cream, Desserts",4.1,300.0,205
Crumb Together,"Continental, Finger Food, North Indian, Chinese",4.1,1200.0,590
The Pump House,"Continental, Finger Food",4.3,1500.0,680
Brahma Brews,"Continental, South Indian, Finger Food, Pizza, Seafood",0.0,1400.0,0
Levitate Brewery and Kitchen,"Finger Food, North Indian, Continental",0.0,1500.0,0
Hakuna Matata,"North Indian, Asian, Seafood, Chinese",4.5,1200.0,2800
Barbeque Nation,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600.0,3855
Sattvam,"North Indian, South Indian",4.3,1200.0,357
Brewsky,"Continental, American",4.3,1600.0,4321
Village - The Soul of India,"Rajasthani, Gujarati, North Indian, South Indian",4.1,1000.0,2461
Three Dots & A Dash,"European, Continental",4.3,1500.0,1209
Hunger Camp,"North Indian, South Indian, Chinese, Seafood",4.6,1300.0,324
Kesariya,Rajasthani,4.2,1200.0,1216
Stories,"American, Chinese, Continental, North Indian",4.2,1200.0,2206
24th Main,"North Indian, South Indian, Chinese",4.1,800.0,1239
55 Wall Street,"Finger Food, North Indian, Chinese",3.9,1300.0,1779
Le Arabia,"North Indian, Mughlai",0.0,600.0,0
Chulha Chauki Da Dhaba,North Indian,4.3,800.0,2420
Zaitoon,"BBQ, Arabian, Chinese, North Indian, Desserts",4.1,1000.0,1547
1441 Pizzeria,"Pizza, Salad",4.1,800.0,138
The Underpass Pub & Grub,"Finger Food, Continental, North Indian, Chinese",4.0,1500.0,720
Paradise,"Biryani, North Indian, Kebab",4.0,800.0,1986
Checkpost,"South Indian, Seafood, North Indian, Beverages",4.1,600.0,956
Baba Chatkora,North Indian,0.0,1000.0,0
Mani's Dum Biryani,"Biryani, Kebab",4.2,750.0,380
Bottle Breacher,"Italian, Continental",4.1,1200.0,1195
Two Friends Cauldron,"Continental, Italian, American",4.1,700.0,459
Nandhana Palace,"Andhra, Biryani, North Indian, Chinese",4.3,800.0,1079
The Coastal Crew by Fujian on 24th,"Chinese, Thai, Seafood, North Indian, Momos",4.2,1100.0,1033
Rajdhani Thali Restaurant,North Indian,3.9,900.0,887
Dr. Sheesha,"Cafe, Chinese, Continental, Italian",4.1,800.0,1445
Nourich,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",0.0,800.0,0
Tandoor And Spice,"North Indian, Chinese, Biryani, Hyderabadi",4.0,550.0,181
Watson's,"Finger Food, Chinese, Continental",4.0,1300.0,1016
Karavali Grand,"North Indian, Seafood",0.0,600.0,0
Churchill's,"North Indian, Continental",4.1,1100.0,1405
Skyline Pizzeria,"Cafe, Bakery, Italian",3.9,600.0,764
The Chervil,"North Indian, Continental",4.1,1000.0,232
Mango Greens,"North Indian, Continental, Chinese",3.9,900.0,48
Andhra Ruchulu,"Andhra, North Indian",4.2,800.0,1432
Mango Tree- The Beer Garden,"North Indian, Chinese, Continental",4.1,1200.0,1322
Caffe Pascucci,"Continental, Italian, Beverages",4.0,1300.0,790
Casa Piccosa,"South American, Continental, Italian",4.1,1100.0,847
Nandhini Paradise,North Indian,3.8,600.0,919
D View Cafe,"Cafe, Italian, Chinese, Beverages",4.0,1000.0,510
Oye Amritsar,North Indian,3.8,600.0,763
Machali Port,"Mangalorean, Seafood, North Indian",3.9,750.0,34
Melt - Eden Park,"North Indian, Chinese, Thai, Mughlai, Seafood",4.0,1000.0,347
Mockaholic Restro Beer Cafe,"North Indian, Chinese, Pizza, BBQ",3.9,1000.0,914
Mandi,North Indian,3.8,800.0,561
Vaathsalya Millet Cafe,"Healthy Food, South Indian",4.1,500.0,294
Oogway Express,"Chinese, Thai, Momos",3.9,600.0,349
The Egg Factory,"Continental, American",4.0,750.0,1310
Zhang's - Chinese Restaurant,"Chinese, Momos",4.1,700.0,589
Coastal Mama,"Konkan, Mangalorean, North Indian, Seafood",4.1,700.0,468
